p1,p1hp,p1t1,p1t2,move1,m1t,m1c,m1p,m1a,move2,m2t,m2c,m2p,m2a,move3,m3t,m3c,m3p,m3a,move4,m4t,m4c,m4p,m4a,p2,p2hp,p2t1,p2t2,p3,p3hp,p3t1,p3t2,p4,p4hp,p4t1,p4t2,p5,p5hp,p5t1,p5t2,p6,p6hp,p6t1,p6t2,o1,o1hp,o1t1,o1t2,omove1,om1t,om1c,om1p,om1a,omove2,om2t,om2c,om2p,om2a,omove3,om3t,om3c,om3p,om3a,omove4,om4t,om4c,om4p,om4a,o2,o2hp,o2t1,o2t2,o3,o3hp,o3t1,o3t2,o4,o4hp,o4t1,o4t2,o5,o5hp,o5t1,o5t2,o6,o6hp,o6t1,o6t2,choice,c1,c2,c3,c4,result
0.7628571,1.0,0.1666667,0.8333333,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.3628571,0.5,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.0,0.0,0.0,0.0,0.0,0.92
0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.3628571,0.5,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5439189,1.0,1.0,0.38,0.990099,0.92
0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.4914286,1.0,1.0,0.5,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5439189,1.0,1.0,0.38,0.990099,0.92
0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.2085714,1.0,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,1.0,0.2777778,0.1666667,-0.5885714,-0.3926174,-0.0555556,-0.7777778,0.0,0.92
0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.2085714,0.9305556,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,1.0,0.2777778,0.1666667,0.4189189,0.0555556,1.0,0.36,0.990099,0.92
0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.7485714,0.3518519,0.2777778,0.1666667,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.2085714,0.9305556,0.4444444,0.6666667,0.4189189,0.0555556,1.0,0.36,0.990099,0.92
0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.2085714,0.9305556,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,0.0,0.2777778,0.1666667,0.4189189,0.0555556,1.0,0.36,0.990099,0.92
0.4685714,1.0,0.1666667,0.0,0.4087838,0.1666667,1.0,0.44,0.7920792,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.5885714,0.0,0.0555556,0.7777778,0.2085714,0.5451389,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,0.0,0.2777778,0.1666667,0.4121622,0.1666667,1.0,0.44,0.7920792,0.92
0.3742857,1.0,0.3333333,0.0,0.8817568,0.8333333,0.5,0.0,0.990099,0.3243243,0.3333333,1.0,0.28,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.6457143,1.0,0.8888889,0.4444444,0.3628571,1.0,0.0555556,0.7777778,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,1.0,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,1.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.8851351,0.8333333,0.5,0.0,0.990099,0.08
0.3742857,0.0693069,0.3333333,0.0,0.8817568,0.8333333,0.5,0.0,0.990099,0.3243243,0.3333333,1.0,0.28,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.6457143,1.0,0.8888889,0.4444444,0.3628571,1.0,0.0555556,0.7777778,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,1.0,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,1.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.3277027,0.3333333,1.0,0.28,0.990099,0.08
0.6457143,1.0,0.8888889,0.4444444,0.6655405,0.7222222,0.5,0.0,1.0,0.4054054,0.4444444,1.0,0.44,0.6930693,0.6925676,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.3628571,1.0,0.0555556,0.7777778,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,0.7785235,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,1.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.6621622,0.7222222,0.5,0.0,1.0,0.08
0.6457143,1.0,0.8888889,0.4444444,0.6655405,0.7222222,0.5,0.0,1.0,0.4054054,0.4444444,1.0,0.44,0.6930693,0.6925676,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.3628571,1.0,0.0555556,0.7777778,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.4371429,1.0,0.7222222,0.5,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.5885714,0.7785235,0.0555556,0.7777778,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.4087838,0.4444444,1.0,0.44,0.6930693,0.08
0.6457143,1.0,0.8888889,0.4444444,0.6655405,0.7222222,0.5,0.0,1.0,0.4054054,0.4444444,1.0,0.44,0.6930693,0.6925676,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.3628571,1.0,0.0555556,0.7777778,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,0.7785235,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.6891892,0.0555556,1.0,0.36,0.990099,0.08
0.3628571,1.0,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,0.7785235,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.5641892,0.8333333,0.5,0.0,1.0,0.08
0.3628571,0.7781955,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.5885714,0.7785235,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.36,1.0,0.6666667,0.8888889,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.08
0.3628571,0.7781955,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.36,0.5113636,0.6666667,0.8888889,0.3175676,0.5,1.0,0.48,0.6930693,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.7628571,1.0,0.1666667,0.8333333,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.7331081,0.8888889,1.0,0.32,0.990099,0.08
0.3628571,0.5,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.7628571,1.0,0.1666667,0.8333333,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.3485714,1.0,0.7777778,1.0,0.4685714,1.0,0.1666667,0.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.08
0.3628571,0.5,0.0555556,0.7777778,0.5675676,0.8333333,0.5,0.0,1.0,0.9054054,0.2777778,1.0,0.36,0.990099,0.7364865,0.8888889,1.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.4914286,1.0,1.0,0.5,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.4914286,1.0,1.0,0.5,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.2085714,1.0,0.4444444,0.6666667,0.7485714,1.0,0.2777778,0.1666667,0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.2085714,1.0,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,1.0,0.2777778,0.1666667,0.3485714,1.0,0.7777778,1.0,0.5472973,1.0,1.0,0.38,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.5885714,0.7785235,0.0555556,0.7777778,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.0945946,0.4444444,0.0,0.48,0.990099,0.08
0.2085714,0.9305556,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,1.0,0.2777778,0.1666667,0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,-0.7485714,-0.3518519,-0.2777778,-0.1666667,0.0,0.08
0.7485714,0.3518519,0.2777778,0.1666667,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.2085714,0.9305556,0.4444444,0.6666667,0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.2085714,0.9305556,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,0.0,0.2777778,0.1666667,0.5885714,0.3926174,0.0555556,0.7777778,0.3175676,0.5,1.0,0.48,0.6930693,0.6520270,0.7777778,1.0,0.32,0.990099,0.4155405,0.0555556,1.0,0.36,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.4685714,1.0,0.1666667,0.0,0.0945946,0.4444444,0.0,0.48,0.990099,0.08
0.2085714,0.5451389,0.4444444,0.6666667,0.0945946,0.4444444,0.0,0.48,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3742857,0.0,0.3333333,0.0,0.6457143,0.0,0.8888889,0.4444444,0.3628571,0.0,0.0555556,0.7777778,0.4914286,0.0,1.0,0.5,0.7485714,0.0,0.2777778,0.1666667,0.4685714,1.0,0.1666667,0.0,0.4087838,0.1666667,1.0,0.44,0.7920792,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.4371429,0.0,0.7222222,0.5,0.3485714,1.0,0.7777778,1.0,0.36,0.0,0.6666667,0.8888889,0.7628571,0.0,0.1666667,0.8333333,0.5885714,0.0,0.0555556,0.7777778,0.0,0.0,0.0,0.0,0.0,0.08
0.1428571,1.0,0.2222222,0.5,0.1114865,0.2222222,0.0,0.1,0.990099,0.5168919,0.5,0.0,0.16,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.9285714,1.0,0.7777778,0.0,0.1142857,1.0,0.1666667,0.0,0.3628571,1.0,0.0555556,0.7777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7628571,1.0,0.1666667,0.8333333,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.3114286,1.0,0.5,0.0,0.9714286,1.0,0.0555556,0.7777778,0.1228571,1.0,0.3333333,0.0,0.1457143,1.0,0.6666667,0.7777778,0.92,1.0,0.0555556,0.0,0.1114865,0.2222222,0.0,0.1,0.990099,0.91
0.1428571,1.0,0.2222222,0.5,0.1114865,0.2222222,0.0,0.1,0.990099,0.5168919,0.5,0.0,0.16,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.9285714,1.0,0.7777778,0.0,0.1142857,1.0,0.1666667,0.0,0.3628571,1.0,0.0555556,0.7777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3114286,0.3019608,0.5,0.0,0.6114865,0.3888889,0.0,0.32,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7628571,1.0,0.1666667,0.8333333,0.9714286,1.0,0.0555556,0.7777778,0.1228571,1.0,0.3333333,0.0,0.1457143,1.0,0.6666667,0.7777778,0.92,1.0,0.0555556,0.0,0.1114865,0.2222222,0.0,0.1,0.990099,0.91
0.1428571,0.2304348,0.2222222,0.5,0.1114865,0.2222222,0.0,0.1,0.990099,0.5168919,0.5,0.0,0.16,0.990099,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.9285714,1.0,0.7777778,0.0,0.1142857,1.0,0.1666667,0.0,0.3628571,1.0,0.0555556,0.7777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9714286,1.0,0.0555556,0.7777778,0.6418919,0.7777778,1.0,0.24,0.990099,0.5304054,0.7222222,0.0,0.48,0.8415842,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7628571,1.0,0.1666667,0.8333333,0.3114286,0.0,0.5,0.0,0.1228571,1.0,0.3333333,0.0,0.1457143,1.0,0.6666667,0.7777778,0.92,1.0,0.0555556,0.0,-0.9285714,-0.851711,-0.7777778,0.0,0.0,0.91
0.9285714,0.851711,0.7777778,0.0,0.8141892,0.5555556,0.5,0.0,1.0,0.6858108,0.7777778,0.5,0.0,1.0,0.5067568,0.7777778,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.1428571,0.2304348,0.2222222,0.5,0.1142857,1.0,0.1666667,0.0,0.3628571,1.0,0.0555556,0.7777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9714286,1.0,0.0555556,0.7777778,0.6418919,0.7777778,1.0,0.24,0.990099,0.5304054,0.7222222,0.0,0.48,0.8415842,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7628571,1.0,0.1666667,0.8333333,0.3114286,0.0,0.5,0.0,0.1228571,1.0,0.3333333,0.0,0.1457143,1.0,0.6666667,0.7777778,0.92,1.0,0.0555556,0.0,0.8141892,0.5555556,0.5,0.0,1.0,0.91
0.9285714,0.3117871,0.7777778,0.0,0.8141892,0.5555556,0.5,0.0,1.0,0.6858108,0.7777778,0.5,0.0,1.0,0.5067568,0.7777778,0.5,0.0,1.0,0.0000000,0.0,0.0,0.0,0.0,0.1428571,0.2304348,0.2222222,0.5,0.1142857,1.0,0.1666667,0.0,0.3628571,1.0,0.0555556,0.7777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9714286,1.0,0.0555556,0.7777778,0.6418919,0.7777778,1.0,0.24,0.990099,0.5304054,0.7222222,0.0,0.48,0.8415842,0.0000000,0.0,0.0,0.0,0.0,0.0000000,0.0,0.0,0.0,0.0,0.7628571,1.0,0.1666667,0.8333333,0.3114286,0.0,0.5,0.0,0.1228571,1.0,0.3333333,0.0,0.1457143,1.0,0.6666667,0.7777778,0.92,1.0,0.0555556,0.0,0.6824324,0.7777778,0.5,0.0,1.0,0.91
